1994-12-03,直轄市長,50
1997-11-29,縣市長,34
1998-01-24,鄉鎮市長,37
1998-12-05,直轄市長,0
2001-12-01,縣市長,21
2002-01-26,鄉鎮市長,35
2002-12-07,直轄市長,100
2005-12-03,鄉鎮市長,38
2005-12-03,縣市長,56
2006-12-09,直轄市長,0
2009-12-05,鄉鎮市長,46
2009-12-05,縣市長,47
2010-06-12,里長,60
2010-11-27,里長,9
2010-11-27,直轄市長,20
